,name,pop2000,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,pop2016,pop2017,age_under_5_2010,age_under_5_2017,age_under_18_2010,age_over_65_2010,age_over_65_2017,median_age_2017,female_2010,white_2010,black_2010,black_2017,native_2010,native_2017,asian_2010,asian_2017,pac_isl_2017,other_single_race_2017,two_plus_races_2010,two_plus_races_2017,hispanic_2010,hispanic_2017,white_not_hispanic_2010,white_not_hispanic_2017,speak_english_only_2017,no_move_in_one_plus_year_2010,foreign_born_2010,foreign_spoken_at_home_2010,women_16_to_50_birth_rate_2017,hs_grad_2010,hs_grad_2016,hs_grad_2017,some_college_2016,some_college_2017,bachelors_2010,bachelors_2016,bachelors_2017,veterans_2010,veterans_2017,mean_work_travel_2010,mean_work_travel_2017,broadband_2017,computer_2017,housing_units_2010,homeownership_2010,housing_multi_unit_2010,median_val_owner_occupied_2010,households_2010,households_2017,persons_per_household_2010,persons_per_household_2017,per_capita_income_2010,per_capita_income_2017,median_household_income_2010,median_household_income_2016,median_household_income_2017,private_nonfarm_establishments_2009,private_nonfarm_employment_2009,percent_change_private_nonfarm_employment_2009,nonemployment_establishments_2009,sales_2007,sales_per_capita_2007,building_permits_2010,fed_spending_2009,area_2010,density_2010,poverty_2010,poverty_2016,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,civilian_labor_force_2007,employed_2007,unemployed_2007,unemployment_rate_2007,civilian_labor_force_2008,employed_2008,unemployed_2008,unemployment_rate_2008,civilian_labor_force_2009,employed_2009,unemployed_2009,unemployment_rate_2009,civilian_labor_force_2010,employed_2010,unemployed_2010,unemployment_rate_2010,civilian_labor_force_2011,employed_2011,unemployed_2011,unemployment_rate_2011,civilian_labor_force_2012,employed_2012,unemployed_2012,unemployment_rate_2012,civilian_labor_force_2013,employed_2013,unemployed_2013,unemployment_rate_2013,civilian_labor_force_2014,employed_2014,unemployed_2014,unemployment_rate_2014,civilian_labor_force_2015,employed_2015,unemployed_2015,unemployment_rate_2015,civilian_labor_force_2016,employed_2016,unemployed_2016,unemployment_rate_2016,uninsured_2017,uninsured_age_under_19_2017,uninsured_age_over_74_2017,civilian_labor_force_2017,employed_2017,unemployed_2017,unemployment_rate_2017,age_over_18_2019,age_over_65_2019,age_over_85_2019,age_under_5_2019,asian_2019,avg_family_size_2019,bachelors_2019,black_2019,hispanic_2019,household_has_broadband_2019,household_has_computer_2019,household_has_smartphone_2019,households_2019,households_speak_asian_or_pac_isl_2019,households_speak_limited_english_2019,households_speak_other_2019,households_speak_other_indo_euro_lang_2019,households_speak_spanish_2019,housing_mobile_homes_2019,housing_one_unit_structures_2019,housing_two_unit_structures_2019,hs_grad_2019,mean_household_income_2019,median_age_2019,median_household_income_2019,median_individual_income_2019,median_individual_income_age_25plus_2019,native_2019,other_single_race_2019,pac_isl_2019,per_capita_income_2019,persons_per_household_2019,pop_2019,two_plus_races_2019,unemployment_rate_2019,uninsured_2019,uninsured_65_and_older_2019,uninsured_under_19_2019,uninsured_under_6_2019,veterans_2019,white_2019,white_not_hispanic_2019,metro_2013_1.0,metro_2013_Unknown,smoking_ban_2010_comprehensive,smoking_ban_2010_none,smoking_ban_2010_partial,state
1893,Anson County,25275.0,26948,26517.0,26322.0,25975.0,25978.0,25594.0,25119.0,24991.0,5.8,4.9,22.1,14.3,16.6,40.4,48.0,47.2,48.6,24.32,0.6,0.17,1.1,0.59,0.02,0.31,1.3,0.58,3.0,3.77,45.8,44.9,95.1,85.1,1.6,2.8,5.7,77.6,80.4,80.1,29.8,29.6,8.4,9.5,9.2,1824,8.4,23.9,27.8,61.9,74.9,11576,71.0,4.9,78400,9535,9647.0,2.54,2.46,16856,19798.37,34745,35809.0,38123.0,419,4781,-23.1,1135.0,180010.0,7145.0,31,237103.0,531.45,50.7,20.5,25.1,22.7,39.6,29.8,10302.0,9547.0,755.0,7.33,10252.0,9349.0,903.0,8.81,10096.0,8603.0,1493.0,14.79,11180.0,9602.0,1578.0,14.11,11099.0,9735.0,1364.0,12.29,11057.0,9850.0,1207.0,10.92,10919.0,9886.0,1033.0,9.46,10922.0,10147.0,775.0,7.1,10829.0,10122.0,707.0,6.53,10649.0,10032.0,617.0,5.79,14.8,4.3,0.0,10545.0,9985.0,560.0,5.31,80.6,17.9,2.1,4.7,1.3,3.12,11.3,48.6,4.0,74.6,57.2,67.3,9521,0.5,2.2,0.0,0.4,5.2,33.9,24.2,66.1,80.7,52077,40.9,40213,22474,30845,0.3,0.6,0.1,21635,2.42,24902,1.5,7.5,11.1,0.2,1.5,0.9,7.3,47.8,44.6,0,0,0,1,0,North Carolina
1894,Ashe County,24384.0,27281,27008.0,26957.0,26889.0,26838.0,26727.0,26754.0,26957.0,5.3,4.5,19.4,20.2,23.3,47.2,50.6,95.5,0.6,0.39,0.2,0.18,0.4,0.21,0.02,1.06,1.0,0.7,4.8,5.17,93.2,92.46,94.4,92.5,3.4,5.0,5.7,76.8,83.3,84.9,32.3,34.0,17.2,19.5,19.5,2270,7.3,25.0,26.5,66.1,75.8,17342,79.2,4.4,145700,11848,11995.0,2.23,2.2,20350,24350.0,34538,39709.0,40293.0,566,5817,-3.3,2400.0,292410.0,11474.0,90,237229.0,426.14,64.0,17.8,16.1,19.4,41.1,26.3,13078.0,12423.0,655.0,5.01,12551.0,11710.0,841.0,6.7,12547.0,11042.0,1505.0,11.99,13722.0,12100.0,1622.0,11.82,13245.0,11795.0,1450.0,10.95,13186.0,11810.0,1376.0,10.44,12855.0,11676.0,1179.0,9.17,12416.0,11564.0,852.0,6.86,12310.0,11569.0,741.0,6.02,12495.0,11896.0,599.0,4.79,13.9,4.7,0.0,12709.0,12178.0,531.0,4.18,81.9,24.7,2.4,4.3,0.4,2.64,19.7,0.7,5.0,70.4,66.1,63.9,11938,0.7,0.8,0.0,0.4,3.6,24.1,22.5,75.9,85.1,55125,48.3,40962,24071,28772,0.4,1.4,0.1,24814,2.21,26863,1.5,3.1,12.6,0.4,4.6,6.0,6.7,95.4,92.5,0,0,0,1,0,North Carolina
1895,Avery County,17167.0,17797,17728.0,17575.0,17604.0,17597.0,17440.0,17500.0,17536.0,4.3,3.7,17.2,17.4,20.6,44.5,45.6,91.9,4.0,2.12,0.4,0.23,0.3,0.31,0.0,0.4,0.8,0.41,4.5,5.1,90.1,88.99,93.7,81.7,3.9,6.7,4.3,81.3,79.0,80.5,29.4,30.2,20.3,19.8,20.2,1573,7.1,23.3,22.5,62.8,75.9,13890,72.8,18.1,155100,7194,6725.0,2.21,2.17,23465,26362.67,34918,38098.0,37109.0,527,4693,-23.7,1638.0,197646.0,11084.0,50,149842.0,247.09,72.0,18.1,19.7,14.7,8.1,16.9,8257.0,7870.0,387.0,4.69,8826.0,8325.0,501.0,5.68,8986.0,8155.0,831.0,9.25,7945.0,7089.0,856.0,10.77,7766.0,6904.0,862.0,11.1,7743.0,6920.0,823.0,10.63,7684.0,7000.0,684.0,8.9,7653.0,7152.0,501.0,6.55,7531.0,7084.0,447.0,5.94,7568.0,7187.0,381.0,5.03,16.3,5.4,0.0,7697.0,7362.0,335.0,4.35,85.3,21.7,2.2,3.4,0.4,2.62,20.7,4.0,5.1,70.9,66.3,69.1,6551,0.0,1.0,0.0,1.2,4.5,24.7,21.6,75.3,83.6,56935,45.2,40340,20407,27616,1.3,1.3,0.0,21167,2.14,17506,1.0,4.0,15.9,0.0,7.6,0.7,5.7,92.0,88.7,0,0,0,1,0,North Carolina
1896,Beaufort County,44958.0,47759,47663.0,47436.0,47391.0,47350.0,47389.0,47361.0,47088.0,5.8,5.2,22.0,18.4,22.1,45.4,51.8,68.2,25.6,13.24,0.4,0.02,0.3,0.08,0.06,0.3,1.3,0.7,6.6,7.56,66.4,65.83,93.9,87.2,4.6,6.3,5.6,81.5,84.69999999999997,85.9,33.2,32.8,19.0,18.6,19.6,4572,8.4,26.8,25.1,60.8,74.2,24688,73.4,9.2,107000,20059,18978.0,2.32,2.47,22728,23442.11,40653,41431.0,41101.0,1179,13162,-14.9,3231.0,573361.0,12504.0,211,496789.0,827.19,57.7,17.2,19.0,19.1,22.5,24.1,21313.0,20122.0,1191.0,5.59,20743.0,19269.0,1474.0,7.11,20791.0,18428.0,2363.0,11.37,21171.0,18692.0,2479.0,11.71,21473.0,19085.0,2388.0,11.12,21047.0,18820.0,2227.0,10.58,20457.0,18514.0,1943.0,9.5,20096.0,18618.0,1478.0,7.35,20117.0,18791.0,1326.0,6.59,20285.0,19131.0,1154.0,5.69,12.3,7.3,0.2,20100.0,19068.0,1032.0,5.13,79.6,23.3,2.6,5.0,0.1,2.98,20.6,25.0,7.8,69.3,66.9,69.0,19701,0.2,1.3,0.1,0.7,5.7,30.1,24.5,69.9,87.7,64182,46.2,45212,25665,34131,0.3,0.9,0.0,27504,2.37,47168,1.8,5.9,12.0,0.0,5.0,1.3,8.0,72.0,65.8,0,0,1,0,0,North Carolina
1897,Bertie County,19773.0,21282,20860.0,20502.0,20350.0,20353.0,20188.0,19449.0,19224.0,5.5,4.4,20.8,17.2,20.1,45.0,50.5,35.2,62.5,31.01,0.5,0.34,0.5,0.28,0.0,0.3,0.9,0.43,1.3,2.08,34.7,34.32,96.1,86.9,0.8,1.3,2.8,72.3,74.8,76.1,25.2,26.8,10.1,11.5,12.3,1224,7.3,25.7,24.8,52.0,66.7,9822,76.9,2.2,77400,8160,7988.0,2.49,2.32,17614,19123.28,29110,33809.0,31287.0,362,5169,-4.1,919.0,93015.0,4780.0,24,234294.0,699.27,30.4,23.3,24.4,22.0,46.5,35.1,8818.0,8325.0,493.0,5.59,8694.0,8036.0,658.0,7.57,9016.0,8030.0,986.0,10.94,9191.0,8108.0,1083.0,11.78,9071.0,7976.0,1095.0,12.07,8668.0,7679.0,989.0,11.41,8460.0,7608.0,852.0,10.07,8524.0,7850.0,674.0,7.91,8603.0,7981.0,622.0,7.23,8427.0,7870.0,557.0,6.61,13.3,5.0,0.0,8177.0,7680.0,497.0,6.08,82.5,21.9,2.8,4.3,0.8,3.01,13.6,61.6,2.1,58.2,57.8,63.3,7909,0.7,0.2,0.0,0.8,1.9,25.6,35.4,74.4,78.4,55018,45.4,35527,19215,27416,0.7,0.8,0.0,22947,2.28,19380,0.9,9.7,11.9,0.5,5.7,2.2,7.1,35.2,34.6,0,0,0,1,0,North Carolina
1898,Bladen County,32278.0,35190,34920.0,34866.0,34704.0,34462.0,34211.0,33796.0,33478.0,6.1,5.4,23.1,15.6,19.2,42.8,52.0,56.3,34.9,17.43,2.1,1.2,0.2,0.0,0.0,2.4,1.5,0.77,7.1,7.55,54.7,54.22,92.3,87.5,4.2,5.9,6.5,74.0,78.39999999999998,79.2,31.7,31.8,9.8,14.8,14.5,2488,7.2,26.0,24.7,60.5,75.0,17718,69.0,5.5,77300,13974,14394.0,2.42,2.33,17890,20570.82,30471,33621.0,32396.0,526,10974,-4.1,1717.0,196691.0,6086.0,38,315040.0,874.33,40.2,24.1,26.4,24.5,28.5,34.6,15668.0,14702.0,966.0,6.17,15444.0,14257.0,1187.0,7.69,15350.0,13480.0,1870.0,12.18,15194.0,13169.0,2025.0,13.33,14863.0,12871.0,1992.0,13.4,14450.0,12615.0,1835.0,12.7,14348.0,12692.0,1656.0,11.54,14300.0,12957.0,1343.0,9.39,14740.0,13567.0,1173.0,7.96,14553.0,13548.0,1005.0,6.91,12.3,3.9,0.0,14462.0,13599.0,863.0,5.97,79.1,21.0,2.0,5.3,0.1,3.06,15.8,34.7,7.5,70.2,61.9,67.6,13636,0.1,2.0,0.0,1.6,6.6,28.6,36.6,71.4,81.3,55229,44.5,36173,22298,31294,2.5,4.0,0.0,23440,2.42,33407,1.0,4.3,12.9,0.8,4.6,3.6,8.2,57.7,54.7,0,0,0,1,0,North Carolina
1899,Brunswick County,73143.0,107431,110237.0,112081.0,114999.0,118384.0,122297.0,126353.0,130897.0,5.4,4.4,18.8,21.4,28.1,51.9,51.0,83.0,11.4,5.31,0.7,0.23,0.5,0.32,0.05,1.27,1.8,1.06,5.2,4.74,80.8,81.6,94.8,86.0,3.9,5.7,6.0,84.7,88.0,89.1,33.5,33.8,23.4,27.0,28.0,12943,13.1,24.2,24.2,77.6,89.2,77482,77.5,9.3,190500,45409,53104.0,2.22,2.29,26315,29150.66,45806,51457.0,51164.0,2321,23533,33.1,9022.0,1004231.0,10070.0,1079,856560.0,846.97,126.8,13.5,13.8,14.1,29.3,23.0,47823.0,45649.0,2174.0,4.55,49932.0,46777.0,3155.0,6.32,50979.0,45515.0,5464.0,10.72,46529.0,40701.0,5828.0,12.53,47015.0,41273.0,5742.0,12.21,47348.0,42027.0,5321.0,11.24,47687.0,43022.0,4665.0,9.78,47714.0,43941.0,3773.0,7.91,48537.0,44994.0,3543.0,7.3,49656.0,46452.0,3204.0,6.45,12.5,5.4,0.0,51242.0,48341.0,2901.0,5.66,84.4,30.5,1.9,4.0,0.6,2.8,29.9,9.8,4.8,84.5,80.8,78.2,56056,0.4,1.0,0.1,1.7,3.5,19.3,19.8,80.7,91.3,75081,53.8,58236,28184,31805,0.7,2.3,0.0,33312,2.34,131815,2.4,5.1,9.8,0.2,3.9,2.9,12.1,84.2,81.9,1,0,0,1,0,North Carolina
1900,Buncombe County,206330.0,238318,241224.0,243741.0,246948.0,249302.0,252149.0,255334.0,257607.0,5.7,5.1,20.5,16.0,18.4,41.9,51.8,87.4,6.4,3.15,0.4,0.2,1.0,0.62,0.05,0.4,2.1,1.17,6.0,6.44,84.4,83.68,91.9,83.1,5.7,7.8,3.8,87.2,90.0,90.8,28.9,28.3,31.2,36.6,38.5,21585,8.8,20.7,20.1,79.3,86.4,113365,67.6,16.8,188300,99309,105407.0,2.28,2.33,25665,29214.59,44190,50538.0,48464.0,7261,98997,0.5449105691056907,21036.0,3597871.0,15862.0,1588,2003540.0,656.67,362.9,14.7,13.5,13.2,18.5,17.3,120202.0,115970.0,4232.0,3.52,122278.0,116582.0,5696.0,4.66,121935.0,111790.0,10145.0,8.32,123680.0,113096.0,10584.0,8.56,124660.0,114760.0,9900.0,7.94,126437.0,117278.0,9159.0,7.24,127657.0,120025.0,7632.0,5.98,127750.0,121751.0,5999.0,4.7,130400.0,124712.0,5688.0,4.36,134224.0,129041.0,5183.0,3.86,11.5,3.8,0.5,136994.0,132216.0,4778.0,3.49,81.3,19.4,2.6,5.0,1.3,2.97,40.1,6.3,6.6,81.6,76.5,76.6,107479,0.8,2.5,0.1,2.3,5.2,36.6,14.4,63.4,91.1,74505,42.2,52207,28525,34461,0.4,1.1,0.1,32426,2.33,256886,2.0,2.9,10.7,0.2,4.5,3.7,8.1,88.8,83.5,1,0,0,1,0,North Carolina
1901,Burke County,89148.0,90912,90490.0,89755.0,89141.0,88610.0,88644.0,88802.0,89293.0,5.6,4.8,22.2,16.1,18.8,43.6,50.0,84.4,6.6,2.98,0.4,0.27,3.5,1.82,0.06,1.76,1.8,0.78,5.1,5.88,83.0,82.33,92.0,87.7,4.8,7.8,4.1,74.9,79.6,80.5,32.7,33.6,15.1,16.9,16.7,6965,8.7,21.4,21.5,65.8,76.3,40879,74.1,9.1,108800,34888,34568.0,2.5,2.49,19220,21543.78,37139,41383.0,40854.0,1505,23033,-31.5,5150.0,661178.0,7443.0,113,577049.0,507.1,179.3,17.3,17.7,19.3,41.3,28.7,40070.0,37685.0,2385.0,5.95,40287.0,37032.0,3255.0,8.08,39670.0,34060.0,5610.0,14.14,41687.0,36305.0,5382.0,12.91,41196.0,36483.0,4713.0,11.44,40692.0,36687.0,4005.0,9.84,40101.0,36781.0,3320.0,8.28,39375.0,36921.0,2454.0,6.23,39325.0,37114.0,2211.0,5.62,39814.0,37878.0,1936.0,4.86,13.0,4.5,0.1,40584.0,38848.0,1736.0,4.28,81.1,19.7,2.3,4.7,3.6,3.01,16.4,6.1,6.1,71.9,63.6,69.2,35156,2.0,2.2,0.5,0.5,5.3,26.1,23.7,73.9,81.6,60451,44.1,44557,23880,30601,0.9,3.1,0.2,24481,2.48,89968,1.8,6.8,12.1,0.1,3.5,1.3,8.1,84.3,81.6,1,0,0,1,0,North Carolina
1902,Cabarrus County,131063.0,178011,181228.0,184232.0,187160.0,191662.0,196315.0,201573.0,206872.0,7.3,6.4,27.4,11.3,12.6,37.9,51.2,75.4,15.3,8.59,0.4,0.15,2.0,1.53,0.03,2.3,2.1,1.08,9.4,10.0,71.6,68.0,87.7,85.2,7.2,9.5,4.8,85.0,89.0,89.1,34.1,33.9,23.5,28.6,30.0,12744,8.2,26.6,27.8,85.4,91.1,71937,73.3,12.9,164100,63680,70598.0,2.65,2.76,26165,28506.52,53928,63059.0,60716.0,3958,58666,11.1,11553.0,2807782.0,17253.0,671,881452.0,361.75,492.1,11.3,11.0,11.5,20.2,15.5,82663.0,79012.0,3651.0,4.42,84919.0,80093.0,4826.0,5.68,84852.0,75546.0,9306.0,10.97,89049.0,78773.0,10276.0,11.54,89830.0,80488.0,9342.0,10.4,91361.0,83139.0,8222.0,9.0,92218.0,85209.0,7009.0,7.6,94340.0,88842.0,5498.0,5.83,97608.0,92552.0,5056.0,5.18,101077.0,96459.0,4618.0,4.57,8.9,4.0,0.5,104403.0,100064.0,4339.0,4.16,74.2,13.0,1.4,6.4,3.7,3.33,32.3,18.0,10.4,88.7,84.0,83.3,72238,2.3,1.7,0.7,2.5,7.9,28.5,5.7,71.5,89.9,88147,37.9,67328,32366,41631,0.3,4.6,0.1,32255,2.84,206615,2.7,4.2,7.7,0.3,3.5,3.5,7.6,70.5,65.6,1,0,0,1,0,North Carolina
1903,Caldwell County,77415.0,83029,82446.0,82096.0,82041.0,81681.0,81537.0,81787.0,81981.0,5.6,5.0,22.6,15.4,18.4,44.1,50.8,90.2,4.9,2.46,0.3,0.21,0.5,0.31,0.02,1.88,1.5,0.53,4.6,5.09,88.6,87.92,94.3,88.0,2.4,4.5,5.4,74.6,77.5,78.7,31.9,31.7,12.3,13.8,14.8,5897,7.8,22.5,23.4,70.4,79.4,37659,75.6,9.4,106900,31296,32150.0,2.59,2.51,19686,21558.57,37261,39166.0,40735.0,1438,19649,-36.8,4913.0,648606.0,8173.0,132,506009.0,471.57,176.1,16.2,17.1,16.4,28.2,20.4,38427.0,35713.0,2714.0,7.06,38151.0,35210.0,2941.0,7.71,37967.0,32257.0,5710.0,15.04,38213.0,32542.0,5671.0,14.84,37342.0,32395.0,4947.0,13.25,36895.0,32613.0,4282.0,11.61,36369.0,32887.0,3482.0,9.57,35502.0,32921.0,2581.0,7.27,35465.0,33244.0,2221.0,6.26,35861.0,34000.0,1861.0,5.19,14.0,4.6,0.0,36528.0,34877.0,1651.0,4.52,79.6,19.3,2.0,5.0,0.5,2.94,15.7,4.6,5.5,78.1,67.8,69.4,32864,0.6,1.1,0.2,1.1,3.7,27.5,17.9,72.5,80.0,58083,44.6,44511,23742,31421,0.4,3.6,0.0,23869,2.46,81884,2.0,5.5,12.3,0.5,3.3,2.4,8.1,88.9,87.3,1,0,0,1,0,North Carolina
1904,Camden County,6885.0,9980,10023.0,10001.0,10112.0,10276.0,10289.0,10423.0,10581.0,6.0,4.4,25.6,12.9,16.0,40.8,49.8,82.1,13.2,7.14,0.3,0.13,1.5,0.96,0.0,0.17,2.1,0.47,2.2,2.69,81.2,80.36,94.8,87.7,2.6,2.6,3.8,88.4,83.3,85.3,39.5,41.0,19.0,20.4,18.1,998,15.6,30.8,33.7,79.6,87.5,4104,85.1,1.3,221900,3442,3796.0,2.82,2.71,25544,27805.9,61091,65415.0,68327.0,126,824,43.3,661.0,26999.0,2864.0,16,76586.0,240.56,41.5,9.3,8.7,9.0,14.6,14.4,4620.0,4436.0,184.0,3.98,4541.0,4297.0,244.0,5.37,4465.0,4091.0,374.0,8.38,4594.0,4209.0,385.0,8.38,4591.0,4198.0,393.0,8.56,4521.0,4166.0,355.0,7.85,4522.0,4200.0,322.0,7.12,4554.0,4276.0,278.0,6.1,4612.0,4348.0,264.0,5.72,4654.0,4414.0,240.0,5.16,10.4,4.4,0.0,4680.0,4471.0,209.0,4.47,77.3,17.5,2.0,4.6,1.8,2.99,17.1,13.8,2.9,86.2,81.7,81.7,3933,0.9,0.3,0.6,1.7,4.4,18.1,14.9,81.9,86.5,74108,41.0,64572,33651,42204,0.1,0.3,0.1,28221,2.67,10551,1.2,8.1,7.6,1.6,2.0,0.0,16.6,82.6,80.5,0,0,1,0,0,North Carolina
1905,Carteret County,59383.0,66469,67426.0,67776.0,68386.0,68644.0,68729.0,68855.0,68881.0,4.9,4.4,18.9,19.0,22.8,47.4,50.6,89.3,6.1,2.84,0.5,0.12,0.9,0.55,0.03,0.48,2.0,1.3,3.4,4.22,87.4,86.36,94.2,83.8,3.6,4.9,5.2,87.6,89.9,90.8,37.4,38.4,23.8,25.9,26.7,8879,15.0,23.3,23.2,79.4,88.9,48179,73.5,17.9,207500,28632,30000.0,2.25,2.25,26791,30886.22,46155,51557.0,51584.0,2049,18188,2.6,5983.0,979612.0,15467.0,216,564758.0,506.25,131.3,12.2,12.3,12.5,20.6,17.5,33229.0,31899.0,1330.0,4.0,32743.0,31001.0,1742.0,5.32,32624.0,29799.0,2825.0,8.66,31379.0,28373.0,3006.0,9.58,30966.0,27960.0,3006.0,9.71,31502.0,28685.0,2817.0,8.94,31178.0,28746.0,2432.0,7.8,31088.0,29152.0,1936.0,6.23,31335.0,29480.0,1855.0,5.92,31540.0,29913.0,1627.0,5.16,12.2,5.7,0.2,32040.0,30599.0,1441.0,4.5,82.2,24.2,2.3,4.2,1.2,2.78,29.1,5.3,4.3,84.6,81.0,78.5,29755,1.0,0.6,0.3,2.3,3.8,27.4,15.8,72.6,91.6,76847,48.6,57194,29053,33348,0.3,0.5,0.1,33722,2.28,69070,2.7,5.4,10.5,0.2,5.9,4.0,14.1,89.9,86.4,0,0,0,1,0,North Carolina
1906,Caswell County,23501.0,23719,23478.0,23051.0,23096.0,22831.0,22851.0,22742.0,22646.0,5.0,4.7,20.6,15.8,19.4,45.4,49.1,62.5,33.8,16.52,0.4,0.06,0.3,0.28,0.09,1.05,1.6,0.65,3.1,3.75,61.2,61.14,96.3,84.8,1.4,2.9,4.1,75.0,75.2,77.6,28.5,30.8,11.1,13.2,13.7,1495,8.2,30.6,31.0,60.7,73.6,10619,75.2,3.4,97500,8788,9160.0,2.51,2.38,17814,22078.99,36927,40570.0,39428.0,242,1808,3.3,1015.0,52986.0,2281.0,40,180280.0,424.92,55.8,21.7,19.7,21.3,39.4,33.9,10706.0,9993.0,713.0,6.66,10747.0,9888.0,859.0,7.99,10861.0,9503.0,1358.0,12.5,10069.0,8737.0,1332.0,13.23,10109.0,8918.0,1191.0,11.78,9961.0,8901.0,1060.0,10.64,9858.0,8971.0,887.0,9.0,9656.0,8959.0,697.0,7.22,9624.0,9017.0,607.0,6.31,9681.0,9154.0,527.0,5.44,9.9,2.6,0.0,9731.0,9258.0,473.0,4.86,81.2,20.7,2.4,4.6,0.7,2.79,15.9,32.7,4.0,65.3,59.6,66.1,9145,0.6,0.7,0.0,0.6,3.2,23.6,24.8,76.4,80.4,58897,45.7,45733,24309,32930,0.2,1.9,0.1,23901,2.36,22684,1.3,5.0,7.4,0.0,3.1,2.0,7.7,63.1,61.2,0,0,0,1,0,North Carolina
1907,Catawba County,141685.0,154358,154561.0,154815.0,155140.0,155342.0,155805.0,156647.0,157974.0,6.3,5.7,23.8,14.1,16.6,41.2,51.0,81.7,8.4,4.04,0.3,0.14,3.5,2.05,0.0,3.22,1.9,1.15,8.4,9.33,78.0,76.11,87.5,86.1,6.9,10.3,5.0,81.4,83.4,84.0,31.3,32.2,19.4,21.6,21.5,12316,8.6,21.0,22.6,75.0,83.7,67886,71.8,16.0,130300,59251,60238.0,2.55,2.55,22969,25779.22,43484,49475.0,48649.0,4267,76532,-19.2,10227.0,2683077.0,17251.0,156,911821.0,398.72,387.1,12.5,12.7,14.2,23.6,20.2,76408.0,72207.0,4201.0,5.5,76720.0,71301.0,5419.0,7.06,77039.0,66291.0,10748.0,13.95,77898.0,67726.0,10172.0,13.06,76812.0,67852.0,8960.0,11.66,76572.0,68806.0,7766.0,10.14,76000.0,69551.0,6449.0,8.49,74671.0,69921.0,4750.0,6.36,75149.0,71007.0,4142.0,5.51,76805.0,73171.0,3634.0,4.73,11.3,3.7,1.3,78425.0,75123.0,3302.0,4.21,77.6,17.5,1.7,5.6,4.3,3.03,22.6,8.2,9.7,81.0,70.7,76.8,62319,2.4,2.6,0.2,1.2,8.2,30.6,13.6,69.4,85.9,70173,41.4,52056,27887,34922,0.3,5.8,0.0,28224,2.49,157613,2.2,5.6,11.6,0.2,6.6,6.5,7.9,79.1,75.5,1,0,0,1,0,North Carolina
1908,Chatham County,49329.0,63505,64159.0,64590.0,65314.0,66791.0,68418.0,69824.0,71472.0,6.2,5.0,21.8,18.3,22.7,46.3,51.7,76.0,13.2,6.02,0.5,0.12,1.1,0.72,0.03,1.64,1.9,1.38,13.0,12.55,71.2,71.41,85.7,88.9,10.5,12.8,5.2,83.8,86.8,87.3,26.3,25.9,35.1,38.8,40.1,5153,8.6,26.1,28.7,76.2,85.9,28753,79.1,7.1,193900,24877,28148.0,2.43,2.4,29991,36372.92,56038,63303.0,59684.0,1269,14232,8.3,4893.0,559438.0,9113.0,263,308320.0,682.19,93.1,12.2,11.7,13.3,24.7,20.4,32498.0,31263.0,1235.0,3.8,33767.0,32114.0,1653.0,4.9,34333.0,31615.0,2718.0,7.92,30661.0,28039.0,2622.0,8.55,31120.0,28595.0,2525.0,8.11,31617.0,29137.0,2480.0,7.84,31556.0,29575.0,1981.0,6.28,32250.0,30672.0,1578.0,4.89,33383.0,31799.0,1584.0,4.74,34487.0,33027.0,1460.0,4.23,12.5,8.0,0.0,35166.0,33801.0,1365.0,3.88,79.5,24.0,3.4,4.9,1.5,2.92,42.4,11.3,12.2,77.7,78.3,76.2,29033,1.3,2.8,0.1,2.2,9.7,23.6,15.6,76.4,88.9,97914,46.7,67031,32024,41305,0.1,3.1,0.1,40967,2.43,71338,3.0,3.6,11.7,0.7,7.1,5.0,7.7,80.9,71.7,1,0,0,1,0,North Carolina
1909,Cherokee County,24298.0,27444,27177.0,27032.0,27122.0,27093.0,27132.0,27883.0,28087.0,5.0,4.2,19.3,22.9,27.4,50.8,51.4,93.6,1.3,0.69,1.3,0.62,0.5,0.36,0.0,0.41,2.5,1.09,2.5,2.96,92.3,91.49,96.3,92.1,2.4,4.0,3.2,81.5,84.2,84.9,31.2,32.1,15.9,19.2,19.2,2951,10.9,21.6,24.6,65.6,77.7,17515,83.2,4.3,146100,11497,11206.0,2.33,2.41,20747,20278.84,38144,37237.0,38115.0,641,6647,-30.2,2251.0,404019.0,15242.0,108,253460.0,455.43,60.3,13.2,18.4,16.8,19.4,24.6,10231.0,9596.0,635.0,6.21,9976.0,9067.0,909.0,9.11,9972.0,8445.0,1527.0,15.31,11654.0,10150.0,1504.0,12.91,11594.0,10221.0,1373.0,11.84,11423.0,10171.0,1252.0,10.96,11264.0,10226.0,1038.0,9.22,11107.0,10318.0,789.0,7.1,11121.0,10403.0,718.0,6.46,11134.0,10502.0,632.0,5.68,16.2,6.7,0.8,11157.0,10591.0,566.0,5.07,83.0,28.9,2.7,3.9,0.7,2.66,19.0,1.2,3.1,74.2,71.6,67.6,12471,0.5,0.6,0.1,0.9,2.5,21.0,22.1,79.0,87.2,53258,51.5,41438,22947,31042,1.5,1.0,0.0,23902,2.21,27969,2.2,5.5,14.2,0.2,5.9,4.7,12.1,93.3,91.0,0,0,0,1,0,North Carolina
